PPI,min_score,max_score,avg_score
7ytt-model-46_A_Z,-7.783442497,2.183592319,-2.530163288
7ytt-model-47_A_Z,-7.347881317,2.192690611,-1.157811522
7ytt-model-48_A_Z,-6.156588554,1.799039602,-1.808700681
7ytt-model-49_A_Z,-7.263198376,2.446245193,-2.229761839
7ytt-model-50_A_Z,-10.07034969,3.202673674,-2.423478842
7ytt-model-51_A_Z,-7.055104256,3.760637283,-0.427061737
7ytt-model-52_A_Z,-9.758893013,2.268651485,-2.208198309
7ytt-model-53_A_Z,-7.000026226,1.916839838,-1.978690386
7ytt-model-54_A_Z,-6.50047493,2.768135548,-2.096704245
7ytt-model-55_A_Z,-8.505871773,3.360922575,-1.621469259
7ytt-model-56_A_Z,-4.52223444,5.622992039,0.725156307
7ytt-model-57_A_Z,-3.883558512,1.788901925,-0.59500438
7ytt-model-58_A_Z,-5.823404789,1.770521641,-0.946450233
7ytt-model-59_A_Z,-10.15071487,2.552795649,-2.771845818
7ytt-model-60_A_Z,-6.410399914,3.623900414,-0.629642606
7ytt-model-61_A_Z,-13.76059055,2.327316761,-3.608932495
7ytt-model-62_A_Z,-5.929158688,1.566034079,-2.507244349
7ytt-model-63_A_Z,-9.002080917,1.431659222,-2.694023132
7ytt-model-64_A_Z,-5.81427002,3.54072237,0.082441799
7ytt-model-65_A_Z,-7.370725632,2.174077511,-2.239315033
7ytt-model-66_A_Z,-10.4760685,2.099936008,-3.303789377
7ytt-model-67_A_Z,-6.494695187,1.28766048,-2.592721224
7ytt-model-68_A_Z,-4.589537621,3.136428833,-0.54686439
7ytt-model-69_A_Z,-12.32549286,1.340252638,-3.617554188
7ytt-model-70_A_Z,-5.578608513,3.334932804,-1.462755442
7ytt-model-71_A_Z,-8.212181091,3.349373817,-2.759516716
7ytt-model-72_A_Z,-7.134868145,3.031126022,-1.457364321
7ytt-model-73_A_Z,-8.339675903,3.49926877,-1.310299754
7ytt-model-74_A_Z,-4.81840086,2.779419899,-0.27633211
7ytt-model-75_A_Z,-5.477942467,1.830443501,-1.285301089
7ytt-model-76_A_Z,-4.463187695,2.553002357,-0.375543743
7ytt-model-77_A_Z,-6.685914516,4.600527287,-0.744147599
7ytt-model-78_A_Z,-9.939276695,3.880399227,-1.404957533
7ytt-model-79_A_Z,-8.701733589,2.280060291,-1.871416569
7ytt-model-80_A_Z,-5.266807556,2.561908245,-1.296272874
7ytt-model-81_A_Z,-8.799275398,2.860162497,-2.360923052
7ytt-model-82_A_Z,-11.22601128,2.367897272,-4.062510014
7ytt-model-83_A_Z,-5.471820354,1.730225086,-1.357435107
7ytt-model-84_A_Z,-9.108277321,4.09570837,-0.242109761
7ytt-model-85_A_Z,-4.210072041,3.767429829,1.142404199
7ytt-model-86_A_Z,-7.354768276,1.802034974,-2.375030041
7ytt-model-87_A_Z,-11.83181,2.208643675,-4.055913925
7ytt-model-88_A_Z,-7.334423065,3.136097908,-1.87116611
7ytt-model-89_A_Z,-7.205109596,3.38171196,-1.430846334
7ytt-model-90_A_Z,-3.548701286,2.833742142,-0.820556939
7ytt-model-91_A_Z,-12.27501583,2.406010151,-2.571314335
7ytt-model-92_A_Z,-8.516773224,1.157797456,-3.52628231
7ytt-model-93_A_Z,-6.618070126,2.54751873,-1.910703897
7ytt-model-94_A_Z,-5.351178646,2.173346043,-1.40407002
7ytt-model-95_A_Z,-4.360704422,2.496153593,-0.887045205
7ytt-model-96_A_Z,-6.054994583,2.416268587,-2.379323721
7ytt-model-97_A_Z,-10.67873955,2.833233595,-2.544425249
7ytt-model-98_A_Z,-9.269085884,2.978904009,-1.583595395
7ytt-model-99_A_Z,-9.674603462,3.010711432,-3.214553595
7ytt-model-100_A_Z,-12.25835419,4.400675774,-3.335088015
7zjm-model-1_A_Z,-2.415896416,3.245812416,0.61918664
7zjm-model-2_A_Z,-4.433084488,5.482757568,0.529719174
7zjm-model-3_A_Z,-2.043280125,3.774379969,0.554890811
7zjm-model-4_A_Z,-1.538490772,5.846787453,2.187405586
7zjm-model-5_A_Z,-3.239813566,5.248628139,1.286669374
7zjm-model-6_A_Z,-3.686582088,2.835035086,-0.429607153
7zjm-model-7_A_Z,-3.716197491,1.567384124,-1.006556869
7zjm-model-8_A_Z,-2.634984016,3.89192915,0.792947471
7zjm-model-9_A_Z,-2.418124199,3.37372756,0.87295121
7zjm-model-10_A_Z,-3.96732831,2.464027882,-0.311749697
7zjm-model-11_A_Z,-4.388219833,3.961188555,-0.166827723
7zjm-model-12_A_Z,-3.023536921,3.848105431,0.320043385
7zjm-model-13_A_Z,-3.15415144,4.105070114,0.471777707
7zjm-model-14_A_Z,-6.607279301,2.532331228,-0.886163354
7zjm-model-15_A_Z,-3.264075518,5.380475521,0.702432275
7zjm-model-16_A_Z,-4.350148201,4.159534454,0.210848972
7zjm-model-17_A_Z,-2.786418438,4.095380306,0.67989856
7zjm-model-18_A_Z,-4.00164032,2.232157469,-0.199370503
7zjm-model-19_A_Z,-3.944600821,3.849598408,0.105534784
7zjm-model-20_A_Z,-4.038233757,1.754699588,-0.226441145
7zjm-model-21_A_Z,-4.134614468,4.247786999,0.802162886
7zjm-model-22_A_Z,-3.306098938,2.798471928,-0.20634909
7zjm-model-23_A_Z,-1.596894264,3.814198017,1.003431082
7zjm-model-24_A_Z,-3.906000614,2.919799566,-0.182318345
7zjm-model-25_A_Z,-2.033675432,3.171606779,0.614806175
7zjm-model-26_A_Z,-4.170583248,2.50552845,0.130723938
7zjm-model-27_A_Z,-6.882828236,2.05446291,-1.518415928
7zjm-model-28_A_Z,-3.183797598,5.753155231,1.110592008
7zjm-model-29_A_Z,-6.491456985,2.307528734,-0.42093122
7zjm-model-30_A_Z,-2.289346218,2.768923521,0.548362136
7zjm-model-31_A_Z,-1.428497076,3.466179132,0.993497729
7zjm-model-32_A_Z,-3.665414572,4.005487442,0.822084486
7zjm-model-33_A_Z,-3.155162334,3.888818026,0.118408933
7zjm-model-34_A_Z,-2.403541088,2.286262989,0.175779551
7zjm-model-35_A_Z,-3.049943447,3.726192474,0.3586061
7zjm-model-36_A_Z,-5.230135918,2.971778393,-0.467443496
7zjm-model-37_A_Z,-3.189471245,2.485322714,-0.022991303
7zjm-model-38_A_Z,-2.620316744,2.291674852,-0.176152214
7zjm-model-39_A_Z,-1.985995889,4.095870972,0.995987236
7zjm-model-40_A_Z,-1.997989655,4.932032108,0.980208337
7zjm-model-41_A_Z,-2.749628067,2.680570841,0.03392446
7zjm-model-42_A_Z,-2.637950659,3.367584705,0.782920182
7zjm-model-43_A_Z,-5.007359982,3.031518221,0.093897372
7zjm-model-44_A_Z,-5.013901234,3.29055953,-0.242597982
7zjm-model-45_A_Z,-3.922366142,3.788629293,0.273707241
7zjm-model-46_A_Z,-4.817568302,3.3776021,-0.216036826
7zjm-model-47_A_Z,-5.46713829,2.699798107,-0.434148967
7zjm-model-48_A_Z,-2.132328272,1.971604109,-0.059614744
7zjm-model-49_A_Z,-4.538164616,2.722118378,0.248214006
7zjm-model-50_A_Z,-4.193563461,3.507053375,-0.255729854
7zjm-model-51_A_Z,-3.810606241,1.814662337,-0.702158511
7zjm-model-52_A_Z,-5.667493343,2.165635824,-1.293367505
7zjm-model-53_A_Z,-5.439936638,2.832870483,-0.28271389
7zjm-model-54_A_Z,-3.770923853,3.473797321,-0.113118298
7zjm-model-55_A_Z,-4.396082878,3.056782961,-0.155172139
7zjm-model-56_A_Z,-3.412320852,2.730613708,0.395060331
7zjm-model-57_A_Z,-3.864583492,4.35585928,-0.032926314
7zjm-model-58_A_Z,-3.064008951,4.891541481,0.854550958
7zjm-model-59_A_Z,-4.038767815,2.852403164,0.217042848
7zjm-model-60_A_Z,-2.088774443,3.172945976,0.627171755
7zjm-model-61_A_Z,-3.982387781,2.725902557,-0.010434358
7zjm-model-62_A_Z,-4.063474178,2.214205742,-0.353289723
7zjm-model-63_A_Z,-3.555205822,3.43231678,0.869600832
7zjm-model-64_A_Z,-2.767574072,2.420044661,0.075422011
7zjm-model-65_A_Z,-4.80483675,1.512752056,-0.875040889
7zjm-model-66_A_Z,-3.555612326,2.738357782,-0.076234631
7zjm-model-67_A_Z,-2.538588524,3.543502569,0.879608333
7zjm-model-68_A_Z,-3.97338891,5.68817997,0.791522682
7zjm-model-69_A_Z,-4.071456909,4.775738716,0.758753419
7zjm-model-70_A_Z,-1.772793174,4.087423325,1.211537361
7zjm-model-71_A_Z,-4.154398918,2.89538765,-0.27387917
7zjm-model-72_A_Z,-3.543258667,1.832512379,-0.677206695
7zjm-model-73_A_Z,-3.717941761,2.213946342,-0.481258094
7zjm-model-74_A_Z,-2.900008917,3.639217377,0.763946056
7zjm-model-75_A_Z,-5.526535511,2.362276077,-0.712963939
7zjm-model-76_A_Z,-2.988364697,1.788627028,-0.049666256
7zjm-model-77_A_Z,-4.366374493,2.503806591,-0.362444699
7zjm-model-78_A_Z,-4.38350296,2.702854872,-0.539746881
7zjm-model-79_A_Z,-3.973754644,1.966965318,-0.319918334
7zjm-model-80_A_Z,-3.934177876,4.657553673,1.025662303
7zjm-model-81_A_Z,-6.756058216,2.308536291,-1.320475221
7zjm-model-82_A_Z,-3.15256381,4.269435406,0.911786258
7zjm-model-83_A_Z,-3.6765275,2.80008316,-0.32754302
7zjm-model-84_A_Z,-2.585269451,4.984164238,1.316599369
7zjm-model-85_A_Z,-2.291448832,3.289897442,0.645135641
7zjm-model-86_A_Z,-2.067441702,3.106720448,0.795360386
7zjm-model-87_A_Z,-3.162519455,3.43805933,-0.132440224
7zjm-model-88_A_Z,-2.805674791,2.64931798,0.263093263
7zjm-model-89_A_Z,-3.899411201,2.355125666,-0.285787374
7zjm-model-90_A_Z,-4.1270051,3.456336737,0.153236181
7zjm-model-91_A_Z,-2.050084591,4.897344589,1.923579693
7zjm-model-92_A_Z,-4.547221184,3.433875322,-0.236834645
7zjm-model-93_A_Z,-2.752103806,4.032949448,0.41709432
7zjm-model-94_A_Z,-4.170519352,2.40163517,0.160905451
7zjm-model-95_A_Z,-5.683883667,2.417342186,-0.748213947
7zjm-model-96_A_Z,-3.331930637,2.971316576,0.411168844
7zjm-model-97_A_Z,-3.740341902,5.894127369,0.555135608
7zjm-model-98_A_Z,-4.36467886,3.411413193,0.149459094
7zjm-model-99_A_Z,-3.304624319,2.871417761,0.381917506
7zjm-model-100_A_Z,-6.794616699,2.607316017,-0.059361126
8a82-model-1_A_Z,-2.814342976,5.752400398,2.061874151
8a82-model-2_A_Z,-5.826966286,2.03559947,-0.703729033
8a82-model-3_A_Z,-7.392351151,1.052693605,-1.81344831
8a82-model-4_A_Z,-5.609416008,3.38862133,-0.050209731
8a82-model-5_A_Z,-5.652871132,1.217532754,-1.516375542
8a82-model-6_A_Z,-9.703275681,3.708029747,-1.687591553
8a82-model-7_A_Z,-4.110552788,3.906209946,-0.351620615
8a82-model-8_A_Z,-6.186808586,3.606025934,-0.710171282
8a82-model-9_A_Z,-8.577527046,3.159831047,-0.629180968
8a82-model-10_A_Z,-9.344814301,2.17408371,-1.742588997
8a82-model-11_A_Z,-8.517695427,1.643812418,-2.09139657
8a82-model-12_A_Z,-4.564013481,3.993783236,0.923750818
8a82-model-13_A_Z,-5.462742805,3.018273592,-0.047516566
8a82-model-14_A_Z,-5.121144772,5.879252434,0.464675397
8a82-model-15_A_Z,-2.737255096,4.448482037,1.886669159
8a82-model-16_A_Z,-5.410890102,2.91303587,-1.22728014
8a82-model-17_A_Z,-4.045068264,4.195076942,0.771177888
8a82-model-18_A_Z,-8.952159882,3.179173231,-1.488160014
8a82-model-19_A_Z,-8.697193146,3.607937813,-1.348776102
8a82-model-20_A_Z,-6.105863094,2.928291559,-0.577567935
8a82-model-21_A_Z,-5.569296837,2.758392334,-0.713101685
8a82-model-22_A_Z,-4.844063759,1.074404478,-1.51696372
8a82-model-23_A_Z,-4.161959171,2.593985081,-0.813120008
8a82-model-24_A_Z,-11.45778656,2.952836275,-3.103028059
8a82-model-25_A_Z,-5.385761261,1.486486197,-1.897353053
8a82-model-26_A_Z,-4.525520325,2.853599787,-0.926121652
8a82-model-27_A_Z,-6.699984074,4.434788227,-1.290573001
8a82-model-28_A_Z,-6.39658165,5.28695488,-0.831283748
8a82-model-29_A_Z,-6.273655415,2.796374321,-1.256104946
8a82-model-30_A_Z,-7.13645649,3.326784372,-1.098705053
8a82-model-31_A_Z,-5.108539581,3.176480055,-0.225851476
8a82-model-32_A_Z,-6.605764389,4.526338577,-0.262495071
8a82-model-33_A_Z,-5.165037155,2.923347235,-0.615960836
8a82-model-34_A_Z,-4.72321701,2.503232956,-1.203435183
8a82-model-35_A_Z,-6.153504372,3.114972353,-1.032951832
8a82-model-36_A_Z,-8.944483757,3.26366663,-0.435922921
8a82-model-37_A_Z,-7.25427866,2.673662186,-1.034484267
8a82-model-38_A_Z,-10.75791931,1.732103109,-2.397670984
8a82-model-39_A_Z,-6.273697853,1.637939453,-1.585282207
8a82-model-40_A_Z,-9.161087036,3.711480379,-2.243670225
8a82-model-41_A_Z,-4.325077057,1.164250851,-1.176494837
8a82-model-42_A_Z,-5.864181519,2.823485374,-0.631721675
8a82-model-43_A_Z,-5.242245674,2.862075329,-0.450015485
8a82-model-44_A_Z,-5.579900265,2.206932068,-2.07540822
8a82-model-45_A_Z,-3.590604067,3.738992214,-0.402217299
8a82-model-46_A_Z,-6.460956573,2.299737453,-1.470242858
8a82-model-47_A_Z,-3.480334759,3.571733236,0.952673256
8a82-model-48_A_Z,-5.775181293,4.266375542,-0.48984322
8a82-model-49_A_Z,-4.517466068,2.170037508,-0.869299769
8a82-model-50_A_Z,-8.233468056,3.018340588,-1.187224269
8a82-model-51_A_Z,-9.610971451,3.347360373,-2.316840887
8a82-model-52_A_Z,-9.059327126,4.087308407,-1.571442962
8a82-model-53_A_Z,-8.903261185,3.230954409,-1.669387698
8a82-model-54_A_Z,-8.241646767,3.150787115,-1.916001558
8a82-model-55_A_Z,-1.43054831,4.278346539,1.770750046
8a82-model-56_A_Z,-5.511284828,3.036607504,-0.925933182
8a82-model-57_A_Z,-9.361311913,3.072100639,-1.968224764
8a82-model-58_A_Z,-5.699448586,2.04783392,-1.288456559
8a82-model-59_A_Z,-5.497066498,1.19893229,-1.439889193
8a82-model-60_A_Z,-3.633078098,2.062386274,-0.779025495
8a82-model-61_A_Z,-7.212099075,2.74350214,-0.313769937
8a82-model-62_A_Z,-3.825192213,4.602792263,0.451048285
8a82-model-63_A_Z,-6.428706646,0.828033447,-1.705975771
8a82-model-64_A_Z,-7.729266644,3.111259222,-0.11628326
8a82-model-65_A_Z,-7.109822273,2.014944077,-1.003655672
8a82-model-66_A_Z,-4.037678719,3.803629637,0.138523459
8a82-model-67_A_Z,-8.940755844,2.559195995,-1.664202094
8a82-model-68_A_Z,-7.12635088,1.567626476,-1.0010041
8a82-model-69_A_Z,-4.175626278,1.271179914,-1.084323525
8a82-model-70_A_Z,-3.241072178,4.358213425,0.493170917
8a82-model-71_A_Z,-3.319552422,5.603717804,1.137734056
8a82-model-72_A_Z,-4.995791435,3.601064205,-0.750080824
8a82-model-73_A_Z,-9.580405235,2.279236555,-1.326799631
8a82-model-74_A_Z,-7.65224123,4.936418056,-1.214194179
8a82-model-75_A_Z,-2.915073633,2.636024475,0.319082558
8a82-model-76_A_Z,-5.665572166,3.105387211,-1.075508356
8a82-model-77_A_Z,-5.436965942,2.93159461,-0.998738527
8a82-model-78_A_Z,-5.002612591,3.791307926,-0.892674923
8a82-model-79_A_Z,-7.429120541,3.506750584,-1.326745629
8a82-model-80_A_Z,-5.358249664,3.714973688,-0.374937922
8a82-model-81_A_Z,-7.751263618,2.125431538,-1.446832657
8a82-model-82_A_Z,-3.401619434,1.656171203,-0.673040807
8a82-model-83_A_Z,-7.597904205,3.21727705,-1.728213072
8a82-model-84_A_Z,-6.102322102,2.477221966,-1.026604533
8a82-model-85_A_Z,-5.394906044,1.44756639,-1.01105237
8a82-model-86_A_Z,-7.195515156,3.960404873,-0.380356073
8a82-model-87_A_Z,-6.721037865,3.872134924,-0.936914623
8a82-model-88_A_Z,-3.013915777,3.040250301,0.497056037
8a82-model-89_A_Z,-4.243637085,3.292534828,-0.53876698
8a82-model-90_A_Z,-4.42995882,2.914499521,-0.830081165
8a82-model-91_A_Z,-3.959560633,1.23952806,-0.908724904
8a82-model-92_A_Z,-10.21949291,2.622056246,-2.295314789
8a82-model-93_A_Z,-6.400702,2.640348911,-1.149164796
8a82-model-94_A_Z,-5.133361816,2.037493944,-0.726034522
8a82-model-95_A_Z,-10.8193512,2.123028994,-2.458316326
8a82-model-96_A_Z,-4.832091331,1.169283152,-0.990571439
8a82-model-97_A_Z,-3.101171494,3.436723709,0.122219443
8a82-model-98_A_Z,-8.168066025,2.961472273,-1.855384827
8a82-model-99_A_Z,-3.703789234,1.938453436,-0.52674973
8a82-model-100_A_Z,-5.941773415,3.83437252,-1.336298227
8adb-model-1_A_Z,-5.26170969,7.693350315,1.543061018
8adb-model-2_A_Z,-5.006890297,3.064334393,-0.435719967
8adb-model-3_A_Z,-5.181506157,4.419392109,-0.182055995
8adb-model-4_A_Z,-6.104421616,1.12781167,-1.226399422
8adb-model-5_A_Z,-8.560941696,1.108927846,-3.023191214
8adb-model-6_A_Z,-3.862705231,4.567903519,-0.010545837
8adb-model-7_A_Z,-7.763643265,2.010496855,-0.333080769
8adb-model-8_A_Z,-9.62664032,1.108418941,-3.103257656
8adb-model-9_A_Z,-6.181674957,3.673122883,-0.875904262
8adb-model-10_A_Z,-9.203982353,1.001725554,-3.429114819
8adb-model-11_A_Z,-6.328006268,3.001060724,-1.019283891
8adb-model-12_A_Z,-3.503731251,2.958207607,-0.130232006
8adb-model-13_A_Z,-7.023067474,3.917251348,-0.211424053
8adb-model-14_A_Z,-6.398284912,2.992231607,-1.334828854
8adb-model-15_A_Z,-4.291566372,3.196442127,0.151470244
8adb-model-16_A_Z,-4.748549461,4.972026825,0.245004535
8adb-model-17_A_Z,-2.903243542,3.5517838,0.606274843
8adb-model-18_A_Z,-4.106277943,1.681442022,-0.884401679
8adb-model-19_A_Z,-5.863602161,2.141846657,-1.297391772
8adb-model-20_A_Z,-2.665109634,3.358452082,0.060917791
8adb-model-21_A_Z,-3.684081554,2.660454035,-0.532876015
8adb-model-22_A_Z,-4.584378719,3.393664837,0.290446013
8adb-model-23_A_Z,-4.635622978,2.973057032,0.244318262
8adb-model-24_A_Z,-7.083438873,0.847787201,-2.049678564
8adb-model-25_A_Z,-9.178744316,1.937193871,-2.779187918
8adb-model-26_A_Z,-5.231710434,1.003444076,-1.629795551
8adb-model-27_A_Z,-5.262970448,1.753208876,-0.935615778
8adb-model-28_A_Z,-5.871647835,3.707495689,-1.611399889
8adb-model-29_A_Z,-8.377832413,1.007712007,-2.539779186
8adb-model-30_A_Z,-3.463547707,7.107703209,1.392238259
8adb-model-31_A_Z,-9.179247856,1.21870923,-2.630698442
8adb-model-32_A_Z,-7.554093361,2.676212311,-2.289505959
8adb-model-33_A_Z,-3.539580822,2.419594288,-0.396891326
8adb-model-34_A_Z,-10.88689613,2.418570518,-1.889749646
8adb-model-35_A_Z,-4.133163929,2.805665731,0.19415842
8adb-model-36_A_Z,-3.569969416,2.114923,-0.263664305
8adb-model-37_A_Z,-6.636763573,2.536672592,-0.818713725
8adb-model-38_A_Z,-10.95188427,2.608187199,-3.730288744
8adb-model-39_A_Z,-5.709254265,6.561773777,0.700060129
8adb-model-40_A_Z,-5.991335392,0.865246475,-1.49392736
8adb-model-41_A_Z,-3.528312206,2.06161952,0.196130976
8adb-model-42_A_Z,-4.347143173,3.944205523,-0.31269151
8adb-model-43_A_Z,-4.392444611,3.359616518,-0.63762641
8adb-model-44_A_Z,-4.363055706,3.670741081,-0.582149804
8adb-model-45_A_Z,-7.521252632,3.749749422,-1.226724505
8adb-model-46_A_Z,-5.844099998,0.775524735,-1.716049314
8adb-model-47_A_Z,-3.10425663,1.492623329,-0.182697982
8adb-model-48_A_Z,-3.631742001,2.78984642,0.176366523
8adb-model-49_A_Z,-5.56222105,2.461594582,-1.018622637
8adb-model-50_A_Z,-7.214377403,2.746482849,-1.254926682
8adb-model-51_A_Z,-5.662472725,3.668103218,-0.386493981
8adb-model-52_A_Z,-2.145126104,2.904333353,0.362696707
8adb-model-53_A_Z,-7.79007864,1.934267759,-1.923309803
8adb-model-54_A_Z,-7.870509624,2.356206894,-1.200835466
8adb-model-55_A_Z,-7.843441963,1.214476347,-1.376952767
8adb-model-56_A_Z,-4.060131073,1.594950557,-0.5052284
8adb-model-57_A_Z,-8.876264572,1.061698079,-3.313866854
8adb-model-58_A_Z,-7.237368584,2.544649601,-1.722015381
8adb-model-59_A_Z,-3.54278779,2.446731806,0.069388479
8adb-model-60_A_Z,-6.276944637,2.944237471,-1.33433342
8adb-model-61_A_Z,-2.800834179,1.606189728,-0.289923728
8adb-model-62_A_Z,-4.411070824,2.450600863,-0.181513131
8adb-model-63_A_Z,-8.57369709,2.363888264,-2.145083666
8adb-model-64_A_Z,-5.089988232,2.63673687,-0.741458416
8adb-model-65_A_Z,-8.88610363,0.651832223,-3.479146481
8adb-model-66_A_Z,-4.151706219,2.710716724,0.179484978
8adb-model-67_A_Z,-2.723810434,1.137472749,-0.654834449
8adb-model-68_A_Z,-4.236795425,2.251601934,-0.140865639
8adb-model-69_A_Z,-7.63334465,1.334038615,-2.689894915
8adb-model-70_A_Z,-3.323574781,1.508418441,0.194319218
8adb-model-71_A_Z,-3.966413498,3.669236422,-0.344297141
8adb-model-72_A_Z,-9.659296036,1.573566437,-0.969183981
8adb-model-73_A_Z,-7.061602116,2.094583273,-0.882828355
8adb-model-74_A_Z,-5.126849174,1.851307869,-0.576632977
8adb-model-75_A_Z,-5.182508469,0.782133579,-1.106712461
8adb-model-76_A_Z,-6.23359251,3.063234806,-0.196652621
8adb-model-77_A_Z,-5.749468327,3.578897715,-0.741590142
8adb-model-78_A_Z,-8.478417397,1.769449234,-1.966539145
8adb-model-79_A_Z,-4.954957008,3.68317318,-0.624204397
8adb-model-80_A_Z,-6.008471012,2.666893482,-1.096659541
8adb-model-81_A_Z,-9.0579319,0.765945256,-3.181325436
8adb-model-82_A_Z,-6.641998291,0.402998567,-1.869563222
8adb-model-83_A_Z,-10.73146152,1.735234261,-2.696919441
8adb-model-84_A_Z,-4.865594864,3.749161005,-0.442033261
8adb-model-85_A_Z,-2.486509323,2.709373951,0.269533902
8adb-model-86_A_Z,-4.730391026,2.694655657,-0.396146417
8adb-model-87_A_Z,-2.932286024,2.13492465,-0.256630033
8adb-model-88_A_Z,-4.977069378,3.577260494,-0.908327579
8adb-model-89_A_Z,-9.395833015,1.990735412,-2.832811594
8adb-model-90_A_Z,-7.523169518,1.190846443,-1.49428606
8adb-model-91_A_Z,-9.669897079,1.605967999,-3.087918282
8adb-model-92_A_Z,-2.344074249,1.660683513,-0.120278142
8adb-model-93_A_Z,-10.77312469,1.032889009,-2.62344408
8adb-model-94_A_Z,-5.091311932,1.596663713,-1.133468986
8adb-model-95_A_Z,-5.876179695,3.059976578,-1.378774166
8adb-model-96_A_Z,-8.783661842,1.595929027,-1.932515621
8adb-model-97_A_Z,-3.012343168,2.75578022,0.416958421
8adb-model-98_A_Z,-3.337231159,2.794977188,0.083491266
8adb-model-99_A_Z,-6.364740849,3.520233393,-1.552153945
8adb-model-100_A_Z,-4.651036739,2.689253569,-0.494292796
8ahs-model-1_A_Z,-3.971973896,6.964976311,1.307626247
8ahs-model-2_A_Z,-3.732817173,6.539395332,1.523312926
8ahs-model-3_A_Z,-2.391640186,6.619879246,1.550788403
8ahs-model-4_A_Z,-5.546047688,3.710837126,-0.393551022
8ahs-model-5_A_Z,-2.528221607,6.688197136,1.891982913
8ahs-model-6_A_Z,-5.640066147,4.796196938,-0.084072895
8ahs-model-7_A_Z,-5.653157234,4.647118092,-0.029281756
8ahs-model-8_A_Z,-6.463061333,4.277146339,-0.588429868
8ahs-model-9_A_Z,-2.882733822,5.151059628,0.836164534
8ahs-model-10_A_Z,-5.353837013,5.445806026,0.320584416
8ahs-model-11_A_Z,-4.814713478,5.795526505,0.981857061
8ahs-model-12_A_Z,-9.993582726,3.983519316,-0.93974787
8ahs-model-13_A_Z,-5.832844257,3.377787113,-0.113645613
8ahs-model-14_A_Z,-6.191040993,3.843006134,-0.449091494
8ahs-model-15_A_Z,-5.922871113,4.503153801,-0.184066758
8ahs-model-16_A_Z,-5.161251068,3.047374725,-0.016185736
8ahs-model-17_A_Z,-3.903933048,5.621728897,0.802377582
8ahs-model-18_A_Z,-2.862829685,6.027121067,1.137886524
8ahs-model-19_A_Z,-3.100208282,5.236063004,0.639322639
8ahs-model-20_A_Z,-3.483046055,6.002151489,1.211379051
8ahs-model-21_A_Z,-5.609293938,4.875000954,0.064560913
8ahs-model-22_A_Z,-8.57363987,4.197063923,-0.638664544
8ahs-model-23_A_Z,-5.766940117,2.701544762,-1.380378366
8ahs-model-24_A_Z,-7.300022125,4.679718018,-0.206899062
8ahs-model-25_A_Z,-4.843959808,3.856300116,0.09797895
8ahs-model-26_A_Z,-5.920645714,3.601468086,-0.364895076
8ahs-model-27_A_Z,-5.884251118,6.53839159,0.854615569
8ahs-model-28_A_Z,-6.970274925,3.785795927,-0.67187804
8ahs-model-29_A_Z,-8.87936306,4.380243301,-0.214661181
8ahs-model-30_A_Z,-7.039587021,4.315526962,-0.54216522
8ahs-model-31_A_Z,-8.842587471,3.054931402,-1.977063298
8ahs-model-32_A_Z,-8.545399666,3.46313715,-1.212347746
8ahs-model-33_A_Z,-7.915823936,4.135433197,-0.069878384
8ahs-model-34_A_Z,-5.293018341,5.053721905,0.532486737
8ahs-model-35_A_Z,-6.608454704,4.447966576,-0.433923811
8ahs-model-36_A_Z,-4.988349915,4.167285442,-1.193196416
8ahs-model-37_A_Z,-7.020023346,3.836693764,-1.717102408
8ahs-model-38_A_Z,-7.470832825,4.529398918,-1.297032714
8ahs-model-39_A_Z,-8.350072861,4.950869083,0.247512355
8ahs-model-40_A_Z,-7.429787636,3.485154629,-0.669227123
8ahs-model-41_A_Z,-5.925066948,3.050839901,-0.336173862
8ahs-model-42_A_Z,-8.775712013,5.818844795,-0.001558785
8ahs-model-43_A_Z,-4.216357231,4.944024086,-0.129474863
8ahs-model-44_A_Z,-6.782758713,3.857969999,-0.927285254
8ahs-model-45_A_Z,-7.742817879,3.05488205,-0.506785512
8ahs-model-46_A_Z,-5.174973488,4.283282757,-0.069654442
8ahs-model-47_A_Z,-6.358191013,2.638925314,-0.680312037
8ahs-model-48_A_Z,-10.54165268,4.433214188,-1.213411093
8ahs-model-49_A_Z,-5.200628281,4.101723671,-0.232023314
8ahs-model-50_A_Z,-5.988113403,3.822583675,-0.330017328
8ahs-model-51_A_Z,-5.597148895,4.23515749,-0.83146745
8ahs-model-52_A_Z,-6.918042183,3.665351152,-1.404754281
8ahs-model-53_A_Z,-8.282728195,2.599638939,-1.75962472
8ahs-model-54_A_Z,-7.627242088,4.010331154,-0.506191134
8ahs-model-55_A_Z,-6.037761688,4.056451797,-0.505647063
8ahs-model-56_A_Z,-4.58480835,4.658552647,0.58009541
8ahs-model-57_A_Z,-4.628020287,2.87864399,-0.484936357
8ahs-model-58_A_Z,-4.639177322,3.459713459,0.127306104
8ahs-model-59_A_Z,-6.565841675,4.685489655,0.215711743
8ahs-model-60_A_Z,-6.542984962,4.081351757,-0.416580379
8ahs-model-61_A_Z,-3.701735258,3.651077747,0.287601948
8ahs-model-62_A_Z,-7.044949532,4.636075974,0.247575775
8ahs-model-63_A_Z,-5.66353035,3.332005501,-0.842920303
8ahs-model-64_A_Z,-7.039753914,5.039077759,-0.708248496
8ahs-model-65_A_Z,-8.840267181,2.228932142,-3.114459991
